hprodid,hprodname,genname,gencode,saltdesc,saltcode,formdesc,formcode,stredesc,strecode,unitdesc,unitcode,edl,pndf_classification,status,pprice,sprice,packcode,packdesc,mdrprice,mdrp_dateasof,price_indicator
MODIF0000000658SOL3200044BOTTL,MODIFIED FLUID GELATIN (FORMERLY POLYMERISATE OF DEGRADED SUCCINYLATED GELATIN) 4% SOLUTION 500 mL BOTTLE,MODIFIED FLUID GELATIN (FORMERLY POLYMERISATE OF DEGRADED SUCCINYLATED GELATIN),MODIF,,0,SOLUTION,SOL32,4%,658,500 mL,44,,,,,,BOTTL,BOTTLE,,,
MOL010000000218SOL3200000VIALX,MOLGRAMOSTIN 150 mcg SOLUTION VIAL,MOLGRAMOSTIN,MOL01,,0,SOLUTION,SOL32,150 mcg,218,,0,,,,,,VIALX,VIAL,,,
MOL010000000808SOL3200000VIALX,MOLGRAMOSTIN 400 mcg SOLUTION VIAL,MOLGRAMOSTIN,MOL01,,0,SOLUTION,SOL32,400 mcg,808,,0,,,,,,VIALX,VIAL,,,
MONOB0000000240SOL3201421BOTTL,"MONOBASIC SODIUM PHOSPHATE, DIBASIC SODIUM PHOSPHATE 19 g/7 g SOLUTION 133 mL BOTTLE","MONOBASIC SODIUM PHOSPHATE, DIBASIC SODIUM PHOSPHATE",MONOB,,0,SOLUTION,SOL32,19 g/7 g,240,133 mL,1421,,,,,,BOTTL,BOTTLE,,,
MONOB0000000240SOL3201422BOTTL,"MONOBASIC SODIUM PHOSPHATE, DIBASIC SODIUM PHOSPHATE 19 g/7 g SOLUTION 66 mL BOTTLE","MONOBASIC SODIUM PHOSPHATE, DIBASIC SODIUM PHOSPHATE",MONOB,,0,SOLUTION,SOL32,19 g/7 g,240,66 mL,1422,,,,,,BOTTL,BOTTLE,,,
MONOB0000000409SOL3201390BOTTL,"MONOBASIC SODIUM PHOSPHATE, DIBASIC SODIUM PHOSPHATE 48 g/18 g SOLUTION 45 mL BOTTLE","MONOBASIC SODIUM PHOSPHATE, DIBASIC SODIUM PHOSPHATE",MONOB,,0,SOLUTION,SOL32,48 g/18 g,409,45 mL,1390,,,,,,BOTTL,BOTTLE,,,
MONTE0005100069TAB490000000000,MONTELUKAST ( as SODIUM) 10 mg TABLET,MONTELUKAST,MONTE,SODIUM,51,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
MONTE0005100041TABL90000000000,MONTELUKAST ( as SODIUM) 4 mg TABLET CHEWABLE,MONTELUKAST,MONTE,SODIUM,51,TABLET CHEWABLE,TABL9,4 mg,41,,0,,,,,,0,,,,
MONTE0005100041SAC010000000000,MONTELUKAST ( as SODIUM) 4 mg SACHET,MONTELUKAST,MONTE,SODIUM,51,SACHET,SAC01,4 mg,41,,0,,,,,,0,,,,
MONTE0005100056TABL90000000000,MONTELUKAST ( as SODIUM) 5 mg TABLET CHEWABLE,MONTELUKAST,MONTE,SODIUM,51,TABLET CHEWABLE,TABL9,5 mg,56,,0,,,,,,0,,,,
MORPH0006000069CAPSU0000000000,MORPHINE ( as SULFATE) 10 mg CAPSULE,MORPHINE,MORPH,SULFATE,60,CAPSULE,CAPSU,10 mg,69,,0,,,,,,0,,,,
MORPH0006000069TAB490000000000,MORPHINE ( as SULFATE) 10 mg TABLET,MORPHINE,MORPH,SULFATE,60,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
MORPH0006000194SOL3200516AMPUL,MORPHINE ( as SULFATE) 10 mg/mL SOLUTION 1 mL AMPULE,MORPHINE,MORPH,SULFATE,60,SOLUTION,SOL32,10 mg/mL,194,1 mL,516,,,,,,AMPUL,AMPULE,,,
MORPH0006000139TAB520000000000,MORPHINE ( as SULFATE) 100 mg TABLET MODIFIED RELEASE,MORPHINE,MORPH,SULFATE,60,TABLET MODIFIED RELEASE,TAB52,100 mg,139,,0,,,,,,0,,,,
MORPH0006001004SOL3200516AMPUL,MORPHINE ( as SULFATE) 15 mg/mL SOLUTION 1 mL AMPULE,MORPHINE,MORPH,SULFATE,60,SOLUTION,SOL32,15 mg/mL,1004,1 mL,516,,,,,,AMPUL,AMPULE,,,
MORPH0006000007CAPSU0000000000,MORPHINE ( as SULFATE) 20 mg CAPSULE,MORPHINE,MORPH,SULFATE,60,CAPSULE,CAPSU,20 mg,7,,0,,,,,,0,,,,
MORPH0006000007TAB490000000000,MORPHINE ( as SULFATE) 20 mg TABLET,MORPHINE,MORPH,SULFATE,60,TABLET,TAB49,20 mg,7,,0,,,,,,0,,,,
MORPH0006000031CAPSU0000000000,MORPHINE ( as SULFATE) 30 mg CAPSULE,MORPHINE,MORPH,SULFATE,60,CAPSULE,CAPSU,30 mg,31,,0,,,,,,0,,,,
MORPH0006000031TAB490000000000,MORPHINE ( as SULFATE) 30 mg TABLET,MORPHINE,MORPH,SULFATE,60,TABLET,TAB49,30 mg,31,,0,,,,,,0,,,,
MORPH0006000062TAB520000000000,MORPHINE ( as SULFATE) 60 mg TABLET MODIFIED RELEASE,MORPHINE,MORPH,SULFATE,60,TABLET MODIFIED RELEASE,TAB52,60 mg,62,,0,,,,,,0,,,,
MULT20000000000OD00000195BOTTL,MULTIVITAMINS ORAL DROPS 10 mL BOTTLE,MULTIVITAMINS,MULT2,,0,ORAL DROPS,OD000,,0,10 mL,195,,,,,,BOTTL,BOTTLE,,,
MULT200000000000000000195VIALX,MULTIVITAMINS 10 mL VIAL,MULTIVITAMINS,MULT2,,0,,0,,0,10 mL,195,,,,,,VIALX,VIAL,,,
MULT20000000000OD00000379BOTTL,MULTIVITAMINS ORAL DROPS 30 mL BOTTLE,MULTIVITAMINS,MULT2,,0,ORAL DROPS,OD000,,0,30 mL,379,,,,,,BOTTL,BOTTLE,,,
MULT20000000000EMUL500195AMPUL,MULTIVITAMINS EMULSION 10 mL AMPULE,MULTIVITAMINS,MULT2,,0,EMULSION,EMUL5,,0,10 mL,195,,,,,,AMPUL,AMPULE,,,
MULT20000001370EMUL500195AMPUL,MULTIVITAMINS Pedia EMULSION 10 mL AMPULE,MULTIVITAMINS,MULT2,,0,EMULSION,EMUL5,Pedia,1370,10 mL,195,,,,,,AMPUL,AMPULE,,,
MULT20000000000CAPSU0000000000,MULTIVITAMINS CAPSULE,MULTIVITAMINS,MULT2,,0,CAPSULE,CAPSU,,0,,0,,,,,,0,,,,
MULT20000000000TAB490000000000,MULTIVITAMINS TABLET,MULTIVITAMINS,MULT2,,0,TABLET,TAB49,,0,,0,,,,,,0,,,,
MULT20000000000FDP0100195VIALX,MULTIVITAMINS FREEZE-DRIED POWDER + DILUENT 10 mL VIAL,MULTIVITAMINS,MULT2,,0,FREEZE-DRIED POWDER + DILUENT,FDP01,,0,10 mL,195,,,,,,VIALX,VIAL,,,
MULT20000000516DROPS00231BOTTL,MULTIVITAMINS 1 mL DROPS 15 mL BOTTLE,MULTIVITAMINS,MULT2,,0,DROPS,DROPS,1 mL,516,15 mL,231,,,,,,BOTTL,BOTTLE,,,
MULT20000001256SYRUP00201BOTTL,MULTIVITAMINS per 5 mL SYRUP 120 mL BOTTLE,MULTIVITAMINS,MULT2,,0,SYRUP,SYRUP,per 5 mL,1256,120 mL,201,,,,,,BOTTL,BOTTLE,,,
MULT20000001256SYRUP00469BOTTL,MULTIVITAMINS per 5 mL SYRUP 60 mL BOTTLE,MULTIVITAMINS,MULT2,,0,SYRUP,SYRUP,per 5 mL,1256,60 mL,469,,,,,,BOTTL,BOTTLE,,,
MUPIR0000001314CREA301245SAC01,MUPIROCIN 2% CREAM 5 g SACHET,MUPIROCIN,MUPIR,,0,CREAM,CREA3,2%,1314,5 g,1245,,,,,,SAC01,SACHET,,,
MUPIR0000001314CREA300227TUB01,MUPIROCIN 2% CREAM 15 g TUBE,MUPIROCIN,MUPIR,,0,CREAM,CREA3,2%,1314,15 g,227,,,,,,TUB01,TUBE,,,
MUPIR0000001314OINTX00227TUB01,MUPIROCIN 2% OINTMENT 15 g TUBE,MUPIROCIN,MUPIR,,0,OINTMENT,OINTX,2%,1314,15 g,227,,,,,,TUB01,TUBE,,,
MUPIR0000001314OINTX01245TUB01,MUPIROCIN 2% OINTMENT 5 g TUBE,MUPIROCIN,MUPIR,,0,OINTMENT,OINTX,2%,1314,5 g,1245,,,,,,TUB01,TUBE,,,
MUPOI0000001314OINTX00805TUB01,MUPIROCIN 2% OINTMENT 2.5 g TUBE,MUPIROCIN,MUPOI,,0,OINTMENT,OINTX,2%,1314,2.5 g,805,,,,,,TUB01,TUBE,,,
MYCOP0000000047TAB490000000000,MYCOPHENOLATE MOFETIL 500 mg TABLET,MYCOPHENOLATE MOFETIL,MYCOP,,0,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
MYA010004000236TAB490000000000,MYCOPHENOLIC ACID ( as MYCOPHENOLATE SODIUM) 180 mg TABLET,MYCOPHENOLIC ACID,MYA01,MYCOPHENOLATE SODIUM,40,TABLET,TAB49,180 mg,236,,0,,,,,,0,,,,
MYA010004000383TAB490000000000,MYCOPHENOLIC ACID ( as MYCOPHENOLATE SODIUM) 360 mg TABLET,MYCOPHENOLIC ACID,MYA01,MYCOPHENOLATE SODIUM,40,TABLET,TAB49,360 mg,383,,0,,,,,,0,,,,
N-ACE0000000000CRY0001063BOTTL,N-ACETYL PENICILLAMINE CRYSTALS 25 g BOTTLE,N-ACETYL PENICILLAMINE,N-ACE,,0,CRYSTALS,CRY00,,0,25 g,1063,,,,,,BOTTL,BOTTLE,,,
NADRO0001201006SOL3201423PFS01,NADROPARIN ( as CALCIUM) 950 IU SOLUTION 0.1 mL PRE-FILLED SYRINGE,NADROPARIN,NADRO,CALCIUM,12,SOLUTION,SOL32,950 IU,1006,0.1 mL,1423,,,,,,PFS01,PRE-FILLED SYRINGE,,,
NADRO0001201006SOL3201404PFS01,NADROPARIN ( as CALCIUM) 950 IU SOLUTION 0.2 mL PRE-FILLED SYRINGE,NADROPARIN,NADRO,CALCIUM,12,SOLUTION,SOL32,950 IU,1006,0.2 mL,1404,,,,,,PFS01,PRE-FILLED SYRINGE,,,
NADRO0001201006SOL3201424PFS01,NADROPARIN ( as CALCIUM) 950 IU SOLUTION 0.3 mL PRE-FILLED SYRINGE,NADROPARIN,NADRO,CALCIUM,12,SOLUTION,SOL32,950 IU,1006,0.3 mL,1424,,,,,,PFS01,PRE-FILLED SYRINGE,,,
NADRO0001201006SOL3201396PFS01,NADROPARIN ( as CALCIUM) 950 IU SOLUTION 0.4 mL PRE-FILLED SYRINGE,NADROPARIN,NADRO,CALCIUM,12,SOLUTION,SOL32,950 IU,1006,0.4 mL,1396,,,,,,PFS01,PRE-FILLED SYRINGE,,,
NADRO0001201006SOL3201405PFS01,NADROPARIN ( as CALCIUM) 950 IU SOLUTION 0.6 mL PRE-FILLED SYRINGE,NADROPARIN,NADRO,CALCIUM,12,SOLUTION,SOL32,950 IU,1006,0.6 mL,1405,,,,,,PFS01,PRE-FILLED SYRINGE,,,
NADRO0001201006SOL3201406PFS01,NADROPARIN ( as CALCIUM) 950 IU SOLUTION 0.8 mL PRE-FILLED SYRINGE,NADROPARIN,NADRO,CALCIUM,12,SOLUTION,SOL32,950 IU,1006,0.8 mL,1406,,,,,,PFS01,PRE-FILLED SYRINGE,,,
NADRO0001201006SOL3200516PFS01,NADROPARIN ( as CALCIUM) 950 IU SOLUTION 1 mL PRE-FILLED SYRINGE,NADROPARIN,NADRO,CALCIUM,12,SOLUTION,SOL32,950 IU,1006,1 mL,516,,,,,,PFS01,PRE-FILLED SYRINGE,,,
NALBU0000200194SOL3200516AMPUL,NALBUPHINE ( as HYDROCHLORIDE) 10 mg/mL SOLUTION 1 mL AMPULE,NALBUPHINE,NALBU,HYDROCHLORIDE,2,SOLUTION,SOL32,10 mg/mL,194,1 mL,516,,,,,,AMPUL,AMPULE,,,
NALBU0000201199SOL3200195VIALX,NALBUPHINE ( as HYDROCHLORIDE) 20 mg/mL SOLUTION 10 mL VIAL,NALBUPHINE,NALBU,HYDROCHLORIDE,2,SOLUTION,SOL32,20 mg/mL,1199,10 mL,195,,,,,,VIALX,VIAL,,,
NALID0000001265SUS1400469BOTTL,NALIDIXIC ACID 250 mg/5 mL SUSPENSION 60 mL BOTTLE,NALIDIXIC ACID,NALID,,0,SUSPENSION,SUS14,250 mg/5 mL,1265,60 mL,469,,,,,,BOTTL,BOTTLE,,,
NALID0000000047TAB490000000000,NALIDIXIC ACID 500 mg TABLET,NALIDIXIC ACID,NALID,,0,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
NALOX0000200824SOL3200361AMPUL,NALOXONE ( as HYDROCHLORIDE) 20 mcg/mL SOLUTION 2 mL AMPULE,NALOXONE,NALOX,HYDROCHLORIDE,2,SOLUTION,SOL32,20 mcg/mL,824,2 mL,361,,,,,,AMPUL,AMPULE,,,
NALOX0000200398SOL3200516AMPUL,NALOXONE ( as HYDROCHLORIDE) 400 mcg/mL SOLUTION 1 mL AMPULE,NALOXONE,NALOX,HYDROCHLORIDE,2,SOLUTION,SOL32,400 mcg/mL,398,1 mL,516,,,,,,AMPUL,AMPULE,,,
NALTR0000000050TAB490000000000,NALTREXONE 50 mg TABLET,NALTREXONE,NALTR,,0,TABLET,TAB49,50 mg,50,,0,,,,,,0,,,,
NAPRO0005101287TAB490000000000,NAPROXEN ( as SODIUM) 275 mg TABLET,NAPROXEN,NAPRO,SODIUM,51,TABLET,TAB49,275 mg,1287,,0,,,,,,0,,,,
NAPRO0005101288TAB490000000000,NAPROXEN ( as SODIUM) 550 mg TABLET,NAPROXEN,NAPRO,SODIUM,51,TABLET,TAB49,550 mg,1288,,0,,,,,,0,,,,
NELFI0003700015TAB240000000000,NELFINAVIR ( as MESILATE) 250 mg TABLET FILM COATED,NELFINAVIR,NELFI,MESILATE,37,TABLET FILM COATED,TAB24,250 mg,15,,0,,,,,,0,,,,
NELFI0003700015TAB490000000000,NELFINAVIR ( as MESILATE) 250 mg TABLET,NELFINAVIR,NELFI,MESILATE,37,TABLET,TAB49,250 mg,15,,0,,,,,,0,,,,
NELFI0000001013POW2701425BOTTL,NELFINAVIR 50 mg/scoop (1 g) POWDER 144 g BOTTLE,NELFINAVIR,NELFI,,0,POWDER,POW27,50 mg/scoop (1 g),1013,144 g,1425,,,,,,BOTTL,BOTTLE,,,
NPFA10000001014SOL3700060BOTTL,"NEOMYCIN + POLYMYXIN B + FLUOCINOLONE ACETONIDE EAR DROPS 3.5 mg neomycin + 10,000 units polymyxin B + 0.025% floucinolone acetonide/ml EAR DROPS SOLUTION 5 mL BOTTLE",NEOMYCIN + POLYMYXIN B + FLUOCINOLONE ACETONIDE EAR DROPS,NPFA1,,0,EAR DROPS SOLUTION,SOL37,"3.5 mg neomycin + 10,000 units polymyxin B + 0.025% floucinolone acetonide/ml",1014,5 mL,60,,,,,,BOTTL,BOTTLE,,,
NEOST0001100228TAB490000000000,NEOSTIGMINE ( as BROMIDE) 15 mg TABLET,NEOSTIGMINE,NEOST,BROMIDE,11,TABLET,TAB49,15 mg,228,,0,,,,,,0,,,,
NEOST0000000668SOL3200516AMPUL,NEOSTIGMINE 500 mcg/mL SOLUTION 1 mL AMPULE,NEOSTIGMINE,NEOST,,0,SOLUTION,SOL32,500 mcg/mL,668,1 mL,516,,,,,,AMPUL,AMPULE,,,
NEPAF0000000261EDS0100060BOTTL,NEPAFENAC 1 mg/mL EYE DROPS SUSPENSION 5 mL BOTTLE,NEPAFENAC,NEPAF,,0,EYE DROPS SUSPENSION,EDS01,1 mg/mL,261,5 mL,60,,,,,,BOTTL,BOTTLE,,,
NETIL0000000142SOL3200122AMPUL,NETILMICIN 100 mg/ml SOLUTION 1.5 mL AMPULE,NETILMICIN,NETIL,,0,SOLUTION,SOL32,100 mg/ml,142,1.5 mL,122,,,,,,AMPUL,AMPULE,,,
NETIL0000000142SOL3200122VIALX,NETILMICIN 100 mg/ml SOLUTION 1.5 mL VIAL,NETILMICIN,NETIL,,0,SOLUTION,SOL32,100 mg/ml,142,1.5 mL,122,,,,,,VIALX,VIAL,,,
NETIL0000000142SOL3200361AMPUL,NETILMICIN 100 mg/ml SOLUTION 2 mL AMPULE,NETILMICIN,NETIL,,0,SOLUTION,SOL32,100 mg/ml,142,2 mL,361,,,,,,AMPUL,AMPULE,,,
NETIL0000000142SOL3200361VIALX,NETILMICIN 100 mg/ml SOLUTION 2 mL VIAL,NETILMICIN,NETIL,,0,SOLUTION,SOL32,100 mg/ml,142,2 mL,361,,,,,,VIALX,VIAL,,,
NETIL0000000985SOL3200361AMPUL,NETILMICIN 25 mg/mL SOLUTION 2 mL AMPULE,NETILMICIN,NETIL,,0,SOLUTION,SOL32,25 mg/mL,985,2 mL,361,,,,,,AMPUL,AMPULE,,,
NETIL0000000851SOL3200361VIALX,NETILMICIN 50 mg/mL SOLUTION 2 mL VIAL,NETILMICIN,NETIL,,0,SOLUTION,SOL32,50 mg/mL,851,2 mL,361,,,,,,VIALX,VIAL,,,
NETIL0000001016SOL3200361AMPUL,NETILMICIN 75 mg/mL SOLUTION 2 mL AMPULE,NETILMICIN,NETIL,,0,SOLUTION,SOL32,75 mg/mL,1016,2 mL,361,,,,,,AMPUL,AMPULE,,,
NEVIR0000000004TAB490000000000,NEVIRAPINE 200 mg TABLET,NEVIRAPINE,NEVIR,,0,TABLET,TAB49,200 mg,4,,0,,,,,,0,,,,
NEVIR0000001228SUS1400322BOTTL,NEVIRAPINE 50 mg/5 mL SUSPENSION 240 mL BOTTLE,NEVIRAPINE,NEVIR,,0,SUSPENSION,SUS14,50 mg/5 mL,1228,240 mL,322,,,,,,BOTTL,BOTTLE,,,
NICAR0000000261SOL3200195AMPUL,NICARDIPINE 1 mg/mL SOLUTION 10 mL AMPULE,NICARDIPINE,NICAR,,0,SOLUTION,SOL32,1 mg/mL,261,10 mL,195,,,,,,AMPUL,AMPULE,,,
NICAR0000000261SOL3200361AMPUL,NICARDIPINE 1 mg/mL SOLUTION 2 mL AMPULE,NICARDIPINE,NICAR,,0,SOLUTION,SOL32,1 mg/mL,261,2 mL,361,,,,,,AMPUL,AMPULE,,,
NICAR0000000069TAB490000000000,NICARDIPINE 10 mg TABLET,NICARDIPINE,NICAR,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
NICAR0000000007TAB490000000000,NICARDIPINE 20 mg TABLET,NICARDIPINE,NICAR,,0,TABLET,TAB49,20 mg,7,,0,,,,,,0,,,,
NICB30000000050TAB490000000000,NICOTINAMIDE (VITAMIN B3) 50 mg TABLET,NICOTINAMIDE (VITAMIN B3),NICB3,,0,TABLET,TAB49,50 mg,50,,0,,,,,,0,,,,
NICB30000000139TAB490000000000,NICOTINAMIDE (VITAMIN B3) 100 mg TABLET,NICOTINAMIDE (VITAMIN B3),NICB3,,0,TABLET,TAB49,100 mg,139,,0,,,,,,0,,,,
NIFED0000000069CAPSU0000000000,NIFEDIPINE 10 mg CAPSULE,NIFEDIPINE,NIFED,,0,CAPSULE,CAPSU,10 mg,69,,0,,,,,,0,,,,
NIFED0000000949TAB490000000000,NIFEDIPINE 20 mg MR TABLET,NIFEDIPINE,NIFED,,0,TABLET,TAB49,20 mg MR,949,,0,,,,,,0,,,,
NIFED0000000538TAB490000000000,NIFEDIPINE 30 mg MR TABLET,NIFEDIPINE,NIFED,,0,TABLET,TAB49,30 mg MR,538,,0,,,,,,0,,,,
NIFED0000000056CAPSU0000000000,NIFEDIPINE 5 mg CAPSULE,NIFEDIPINE,NIFED,,0,CAPSULE,CAPSU,5 mg,56,,0,,,,,,0,,,,
NIMOD0000000069SOL3200055VIALX,NIMODIPINE 10 mg SOLUTION 50 mL VIAL,NIMODIPINE,NIMOD,,0,SOLUTION,SOL32,10 mg,69,50 mL,55,,,,,,VIALX,VIAL,,,
NIMOD0000001018SOL3200055VIALX,NIMODIPINE 200 mcg/mL SOLUTION 50 mL VIAL,NIMODIPINE,NIMOD,,0,SOLUTION,SOL32,200 mcg/mL,1018,50 mL,55,,,,,,VIALX,VIAL,,,
NIMOD0000000031TAB490000000000,NIMODIPINE 30 mg TABLET,NIMODIPINE,NIMOD,,0,TABLET,TAB49,30 mg,31,,0,,,,,,0,,,,
NITRO0003300139CAPSU0000000000,NITROFURANTOIN ( as MACROCRYSTALS) 100 mg CAPSULE,NITROFURANTOIN,NITRO,MACROCRYSTALS,33,CAPSULE,CAPSU,100 mg,139,,0,,,,,,0,,,,
NITRO0003300050CAPSU0000000000,NITROFURANTOIN ( as MACROCRYSTALS) 50 mg CAPSULE,NITROFURANTOIN,NITRO,MACROCRYSTALS,33,CAPSULE,CAPSU,50 mg,50,,0,,,,,,0,,,,
NORE10000000261SOL3200195AMPUL,NOREPINEPHRINE 1 mg/mL SOLUTION 10 mL AMPULE,NOREPINEPHRINE,NORE1,,0,SOLUTION,SOL32,1 mg/mL,261,10 mL,195,,,,,,AMPUL,AMPULE,,,
NORE10001000261SOL3200361AMPUL,NOREPINEPHRINE ( as BITARTRATE) 1 mg/mL SOLUTION 2 mL AMPULE,NOREPINEPHRINE,NORE1,BITARTRATE,10,SOLUTION,SOL32,1 mg/mL,261,2 mL,361,,,,,,AMPUL,AMPULE,,,
NORE10000000261SOL3201386AMPUL,NOREPINEPHRINE 1 mg/mL SOLUTION 4 mL AMPULE,NOREPINEPHRINE,NORE1,,0,SOLUTION,SOL32,1 mg/mL,261,4 mL,1386,,,,,,AMPUL,AMPULE,,,
NORET0002101123SOL3200516AMPUL,NORETHISTERONE ( as ENANTHATE) 200 mg/mL SOLUTION 1 mL AMPULE,NORETHISTERONE,NORET,ENANTHATE,21,SOLUTION,SOL32,200 mg/mL,1123,1 mL,516,,,,,,AMPUL,AMPULE,,,
NORET0000100056TAB490000000000,NORETHISTERONE ( as ACETATE) 5 mg TABLET,NORETHISTERONE,NORET,ACETATE,1,TABLET,TAB49,5 mg,56,,0,,,,,,0,,,,
NORFL0000000004TAB490000000000,NORFLOXACIN 200 mg TABLET,NORFLOXACIN,NORFL,,0,TABLET,TAB49,200 mg,4,,0,,,,,,0,,,,
NORFL0000000034TAB490000000000,NORFLOXACIN 400 mg TABLET,NORFLOXACIN,NORFL,,0,TABLET,TAB49,400 mg,34,,0,,,,,,0,,,,
NYSTA0000001023TAB530000000000,"NYSTATIN 100,000 units VAGINAL TABLET",NYSTATIN,NYSTA,,0,VAGINAL TABLET,TAB53,"100,000 units",1023,,0,,,,,,0,,,,
NYSTA0000001021SUS1400379BOTTL,"NYSTATIN 100,000 units/mL SUSPENSION 30 mL BOTTLE",NYSTATIN,NYSTA,,0,SUSPENSION,SUS14,"100,000 units/mL",1021,30 mL,379,,,,,,BOTTL,BOTTLE,,,
NYSTA0000001022TAB490000000000,"NYSTATIN 500,000 units TABLET",NYSTATIN,NYSTA,,0,TABLET,TAB49,"500,000 units",1022,,0,,,,,,0,,,,
OCTRE0000000767SOL3200516AMPUL,OCTREOTIDE 100 mcg/mL SOLUTION 1 mL AMPULE,OCTREOTIDE,OCTRE,,0,SOLUTION,SOL32,100 mcg/mL,767,1 mL,516,,,,,,AMPUL,AMPULE,,,
OCTRE0000000668SOL3200516AMPUL,OCTREOTIDE 500 mcg/mL SOLUTION 1 mL AMPULE,OCTREOTIDE,OCTRE,,0,SOLUTION,SOL32,500 mcg/mL,668,1 mL,516,,,,,,AMPUL,AMPULE,,,
OFLOX0000000089EYO0101393TUB01,OFLOXACIN 0.30% EYE OINTMENT 3.5 g TUBE,OFLOXACIN,OFLOX,,0,EYE OINTMENT,EYO01,0.30%,89,3.5 g,1393,,,,,,TUB01,TUBE,,,
OFLOX0000000357SOL3200178VIALX,OFLOXACIN 2 mg/ml SOLUTION 100 mL VIAL,OFLOXACIN,OFLOX,,0,SOLUTION,SOL32,2 mg/ml,357,100 mL,178,,,,,,VIALX,VIAL,,,
OFLOX0000000004TAB490000000000,OFLOXACIN 200 mg TABLET,OFLOXACIN,OFLOX,,0,TABLET,TAB49,200 mg,4,,0,,,,,,0,,,,
OFLOX0000000034TAB490000000000,OFLOXACIN 400 mg TABLET,OFLOXACIN,OFLOX,,0,TABLET,TAB49,400 mg,34,,0,,,,,,0,,,,
OFLOX0000000089EYD0100060BOTTL,OFLOXACIN 0.30% EYE DROPS 5 mL BOTTLE,OFLOXACIN,OFLOX,,0,EYE DROPS,EYD01,0.30%,89,5 mL,60,,,,,,BOTTL,BOTTLE,,,
OLANZ0000000069TAB490000000000,OLANZAPINE 10 mg TABLET,OLANZAPINE,OLANZ,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
OLANZ0000000069POW2700000VIALX,OLANZAPINE 10 mg POWDER VIAL,OLANZAPINE,OLANZ,,0,POWDER,POW27,10 mg,69,,0,,,,,,VIALX,VIAL,,,
OLANZ0000000056TAB490000000000,OLANZAPINE 5 mg TABLET,OLANZAPINE,OLANZ,,0,TABLET,TAB49,5 mg,56,,0,,,,,,0,,,,
ESOM10000000069CAPSU0000000000,OMEPRAZOLE 10 mg CAPSULE,OMEPRAZOLE,ESOM1,,0,CAPSULE,CAPSU,10 mg,69,,0,,,,,,0,,,,
ESOM10000000007CAPSU0000000000,OMEPRAZOLE 20 mg CAPSULE,OMEPRAZOLE,ESOM1,,0,CAPSULE,CAPSU,20 mg,7,,0,,,,,,0,,,,
ESOM10000000036CAPSU0000000000,OMEPRAZOLE 40 mg CAPSULE,OMEPRAZOLE,ESOM1,,0,CAPSULE,CAPSU,40 mg,36,,0,,,,,,0,,,,
ESOM10000001025LPS0100000AMPUL,OMEPRAZOLE 40 mg powder vial + 10 mL solvent LYOPHILIZED POWDER + SOLVENT AMPULE,OMEPRAZOLE,ESOM1,,0,LYOPHILIZED POWDER + SOLVENT,LPS01,40 mg powder vial + 10 mL solvent,1025,,0,,,,,,AMPUL,AMPULE,,,
OND010003000068TAB490000000000,ONDANSETRON ( as HYDROCHLORIDE DIHYDRATE) 8 mg TABLET,ONDANSETRON,OND01,HYDROCHLORIDE DIHYDRATE,30,TABLET,TAB49,8 mg,68,,0,,,,,,0,,,,
OND010000200357SOL3200361AMPUL,ONDANSETRON ( as HYDROCHLORIDE) 2 mg/ml SOLUTION 2 mL AMPULE,ONDANSETRON,OND01,HYDROCHLORIDE,2,SOLUTION,SOL32,2 mg/ml,357,2 mL,361,,,,,,AMPUL,AMPULE,,,
OND010000200357SOL3201386AMPUL,ONDANSETRON ( as HYDROCHLORIDE) 2 mg/ml SOLUTION 4 mL AMPULE,ONDANSETRON,OND01,HYDROCHLORIDE,2,SOLUTION,SOL32,2 mg/ml,357,4 mL,1386,,,,,,AMPUL,AMPULE,,,
ORAL20000000000POW2701273SAC01,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT) POWDER 20.5 g SACHET,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT),ORAL2,,0,POWDER,POW27,,0,20.5 g,1273,,,,,,SAC01,SACHET,,,
ORAL20000000000SOL3200020BOTTL,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT) SOLUTION 250 mL BOTTLE,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT),ORAL2,,0,SOLUTION,SOL32,,0,250 mL,20,,,,,,BOTTL,BOTTLE,,,
ORAL20000000000POW2701279SAC01,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT) POWDER 4.1 g SACHET,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT),ORAL2,,0,POWDER,POW27,,0,4.1 g,1279,,,,,,SAC01,SACHET,,,
ORAL20000000000POW2701323SAC01,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT) POWDER 5.125 g SACHET,ORAL REHYDRATION SALTS (ORS 75-REPLACEMENT),ORAL2,,0,POWDER,POW27,,0,5.125 g,1323,,,,,,SAC01,SACHET,,,
